,inmueble,municipio,clave_ct,responsable,turno,nombre_ct,director,nivel,matricula,docente,grupos,aulas_existentes,aulas_uso,inversion_tiempo_completo_2014,inversion_tiempo_completo_2015,beneficiarios_alimentos_dif_2014,inversion_aulas_interactivas_2015,inversion_aulas_interactivas_2014,inversion_aulas_interactivas_2013,aulas_interactivas_observacion,inversion_aulas_provisionales_2013,inversion_aulas_provisionales_2014,inversion_aulas_provisionales_2015,aulas_provisionales_observacion,conectividad,inversion_pec_2013,observacion_pec2013,inversion_pec_2014,observacion_pec2014,inversion_mobiliario,observacion_mobiliario,inversion_excelencia_2014,inversion_pes_2013,inversion_pes_2014,inversion_coniba_2013,inversion_escuela_digna_2013,inversion_fonden_2013,inversion_programa_sana_2013,inversion_coniba_2014,inversion_escuelas_de_tiempo_completo_2014,inversion_escuela_digna_2014,inversion_faeb_2014,inversion_fonden_2014,inversion_infraestructura_educativa_estatal_2014_(recurso_2013),inversion_programa_escuelas_de_excelencia_2014,inversion_programa_sana_2014,inversion_programa_coniba_2015,inversion_escuelas_de_tiempo_completo_2015_(recurso_2014),inversion_programa_escuela_digna_2015,inversion_faeb_2015,inversion_fonden_2015,inversion_infraestructura_educativa_estatal_2015_(recurso_2013),inversion_programa_escuelas_de_excelencia_2015_(recurso_2014),inversion_programa_sana_2015,otros_programas
46,1406894E,AMATITAN,14DJN0450N,L,VESPERTINO,ALFREDO RAMON PLASCENCIA,ESTHER MICAELA CURIEL PEÃA,PREESCOLAR,74.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 20 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1406896B,AMATITAN,14DPR0247S,R,MATUTINO,SINDICATO NAL DE TRABAJADORES DE LA EDUC,JOSE GUADALUPE FLORES PLASCENCIA,PRIMARIA,243.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 20 MB INSTALADO /,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
48,1406896B,AMATITAN,14DPR0532N,L,VESPERTINO,SINDICATO NAL DE TRABAJADORES DE LA EDUC,JOSE GUADALUPE FLORES PLASCENCIA,PRIMARIA,188.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 20 MB INSTALADO /,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
49,1406897F,AMATITAN,14DJN5579Z,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,YESENIA LIZETH REYNAGA LOPEZ,PREESCOLAR,12.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1406898J,AMATITAN,14DPR2738T,R,MATUTINO,PEDRO OGAZON,ROSA ELENA LIZAOLA GARCIA,PRIMARIA,50.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 40 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1406899C,AMATITAN,14DTV0214Z,R,MATUTINO,LAZARO CARDENAS DEL RIO,JOSE RAYMUNDO ACOSTA POLANCO,SECUNDARIA,67.0,4.0,4.0,5.0,4.0,,,,,,,,,,,,"eMEXICO = 0,512 MB INSTALADO /",,,33000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=67,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1406900E,AMATITAN,14DJN0515G,R,MATUTINO,QUETZALCOATL,MARTHA ALEJANDRA MUÃIZ NAVA,PREESCOLAR,15.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,"eMEXICO = 0,512 MB INSTALADO /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1406901X,AMATITAN,14DPR2741G,R,MATUTINO,MANUEL LOPEZ COTILLA,BLANCA ESMERALDA FLORES SANCHEZ,PRIMARIA,38.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 25 / ALIMENTO CALIENTE,,,,,,,,,"eMEXICO = 0,512 MB INSTALADO /",,,,,,,81150.04,,,,,,,,,,,,,,,,,,,,,416150.0,,
54,1406902B,AMATITAN,14DPR2300K,R,MATUTINO,EMILIANO ZAPATA,SANDRA EDITH RAMOS RODRIGUEZ,PRIMARIA,44.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1406903F,AMATITAN,14DPR2888Z,R,MATUTINO,PATRIA,NELIDA ALICIA SOLIS ESTRADA,PRIMARIA,243.0,8.0,8.0,8.0,8.0,,,BENEFICIARIOS = 40 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1406904J,AMATITAN,14DJN0263T,R,MATUTINO,MOCTEZUMA,MARVELLA SALDIVAR ROSALES,PREESCOLAR,69.0,4.0,4.0,4.0,4.0,,,BENEFICIARIOS = 65 / ALIMENTO CALIENTE,,,,,,,500000.0,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1406905C,AMATITAN,14DTV0295A,R,MATUTINO,JAIME TORRES BODET,MARIN MEDINA TORRES,SECUNDARIA,40.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1406906G,AMATITAN,14DJN0866K,R,MATUTINO,ELISA L DE GUEVARA,SANDRA VERA TIZNADO,PREESCOLAR,20.0,2.0,2.0,2.0,2.0,,,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1406907K,AMATITAN,14DPR2887A,R,MATUTINO,LAZARO CARDENAS DEL RIO,CLAUDIA IBETH CAMBERO RODRIGUEZ,PRIMARIA,89.0,4.0,6.0,4.0,4.0,,296793.1,,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1406908D,AMATITAN,14DTV0213A,R,MATUTINO,JOSE CLEMENTE OROZCO,JUAN FLORES HERMOSILLO,SECUNDARIA,38.0,3.0,3.0,3.0,3.0,,,,,,,,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES BIBLIOTECA/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eJALISCO = 2 MB INSTALADO /eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1407452B,AMATITAN,14DPR2151T,R,MATUTINO,ADOLFO LOPEZ MATEOS,RAFAEL ALCANTAR RUIZ,PRIMARIA,17.0,1.0,5.0,1.0,1.0,,,BENEFICIARIOS = 15 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1407461K,AMATITAN,14DPR3026B,R,MATUTINO,XICOTENCATL,ISELA GUADALUPE ALVAREZ ADAME,PRIMARIA,21.0,1.0,6.0,2.0,1.0,,,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,
63,1401409F,BOLAÃOS,14EPR0184W,R,MATUTINO,ALBERTO OROZCO ROMERO,LUZ MARIA GONZALEZ OROZCO,PRIMARIA,144.0,6.0,6.0,6.0,6.0,,,BENEFICIARIOS = 120 / ALIMENTO CALIENTE,,,,,,,,,"eMEXICO = 0,512 MB INSTALADO /",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1401410E,BOLAÃOS,14DPR2127T,R,MATUTINO,BENITO JUAREZ,JOSE LUIS RODRIGUEZ BAÃELOS,PRIMARIA,38.0,3.0,6.0,5.0,3.0,90000.0,180000.0,BENEFICIARIOS = 35 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1401411X,BOLAÃOS,14DJN0304C,R,MATUTINO,NUNUXI,LILIA REBECA MURILLO VENEGAS,PREESCOLAR,85.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 65 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1401412B,BOLAÃOS,14DST0091T,R,MATUTINO,ESCUELA SECUNDARIA TECNICA 91,SILVIA MORENO MORENO,SECUNDARIA,168.0,12.0,6.0,6.0,6.0,,,,,,,,,,,,"eJALISCO = 0,512 MB INSTALADO /",100000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=168,30800.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=158,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,
67,1401413F,BOLAÃOS,14DPR1518A,R,MATUTINO,JOSE MA MORELOS Y PAVON,ROBERTO ROBLES DE SANTIAGO,PRIMARIA,50.0,3.0,6.0,8.0,3.0,,,BENEFICIARIOS = 40 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1401414J,BOLAÃOS,14DPR1514E,R,MATUTINO,IGNACIO ZARAGOZA,HILARIO VILLEGAS BAUTISTA,PRIMARIA,116.0,5.0,6.0,7.0,5.0,90000.0,180000.0,BENEFICIARIOS = 105 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1401415C,BOLAÃOS,14DJN0754G,R,MATUTINO,FRANCISCO VILLA,RAQUEL SANCHEZ HUIZAR,PREESCOLAR,48.0,2.0,2.0,3.0,2.0,,,BENEFICIARIOS = 40 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1401571K,BOLAÃOS,14DPR1741Z,R,MATUTINO,FRANCISCO I MADERO,JOSE DE JESUS GAETA MARAVILLA,PRIMARIA,10.0,1.0,5.0,1.0,1.0,,,BENEFICIARIOS = 5 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
71,1401587D,BOLAÃOS,14DPB0053D,R,MATUTINO,LUIS DONALDO COLOSIO,AURELIO SANCHEZ GONZALEZ,PRIMARIA,35.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 30 / ALIMENTO CALIENTE,,,,,,500000.0,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, EXCELENCIA 2014, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =1/ SUST 2015 =0",,,,,,,,80990.2,,,,,,,,,500000.0,,,,,,,,,,,,416150.0,,
72,1401603F,BOLAÃOS,14DPB0027F,R,MATUTINO,XITAKAME,SILVESTRE CARRILLO CARRILLO,PRIMARIA,42.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 33 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
73,1401613H,BOLAÃOS,14DPB0066H,R,MATUTINO,MUIWEME,OSCAR BAUTISTA MUÃOZ,PRIMARIA,9.0,1.0,3.0,2.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,76834.37,,,,,,,,,500000.0,,,,,,,,,,,,350000.0,,
74,1401626K,BOLAÃOS,14DPB0065I,R,MATUTINO,CUAUHTEMOC,JOSE MARIA BAÃUELOS SANCHEZ,PRIMARIA,51.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 51 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
75,1401646D,BOLAÃOS,14DJN0752I,R,MATUTINO,JOSE MA MORELOS Y PAVON,LAURA ELENA BUGARIN ESTRADA,PREESCOLAR,23.0,1.0,2.0,3.0,2.0,,,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1401647H,BOLAÃOS,14DCC0058U,R,MATUTINO,NAKAWE,LINO CARRILLO GARCIA,PREESCOLAR,25.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 17 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
77,1401648A,BOLAÃOS,14DPB0039K,R,MATUTINO,ARAMARA,MAXIMILIANO BAÃUELOS CHINO,PRIMARIA,58.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 58 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
78,1401666H,BOLAÃOS,14DPB0010F,R,MATUTINO,NIÃOS HEROES,JACINTO HERNANDEZ DIAZ,PRIMARIA,44.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 39 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,82428.75,,,,,,,,,500000.0,,,,,,,,,,,,416150.0,,
79,1401687E,BOLAÃOS,14DCC0013Y,R,MATUTINO,NUNUTSI KITA,CECILIA GONZALEZ CARRILLO,PREESCOLAR,78.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 66 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
80,1401688X,BOLAÃOS,14DPB0006T,R,MATUTINO,LAZARO CARDENAS DEL RIO,JUVENTINO BAUTISTA SANCHEZ,PRIMARIA,310.0,12.0,12.0,12.0,12.0,1020000.0,1102462.24,,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
81,1401689B,BOLAÃOS,14DTV0231Q,R,MATUTINO,ENRIQUE GONZALEZ MARTINEZ,AMADO AMADOR CURIEL,SECUNDARIA,285.0,10.0,10.0,10.0,10.0,90000.0,180000.0,BENEFICIARIOS = 190 / ALIMENTO CALIENTE,300000.0,,,ESTADO = EN PROCESO DE INSTALACION / AULAS INTERACTIVAS = 6,,,,TOTAL DE AULAS = 4/ POR SUSTITUIR USO EDUC = 4/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
82,1401690A,BOLAÃOS,14DCC0057V,R,MATUTINO,MARIANO CHINO DE LA CRUZ,MANUEL GONZALEZ DE LA ROSA,PREESCOLAR,15.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 14 / ALIMENTO CALIENTE,,,,,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES SIN USO / SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
83,1401691E,BOLAÃOS,14DPB0037M,R,MATUTINO,PASCUAL CHINO DE LA CRUZ,GERONIMO AVILA LARA,PRIMARIA,48.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 44 / ALIMENTO CALIENTE,,,,,,,,TOTAL DE AULAS = 2/ POR SUSTITUIR USO EDUC = 2/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
84,1401695J,BOLAÃOS,14DCC0059T,R,MATUTINO,CATALINO TAPIA TRINIDAD,MANUEL GONZALEZ DE LA ROSA,PREESCOLAR,13.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 11 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1401696C,BOLAÃOS,14DPB0040Z,R,MATUTINO,AUXAMANAKA,NUVIA PATRICIA SALVADOR DIAZ,PRIMARIA,42.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 42 / ALIMENTO CALIENTE,,,,,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,
86,1401701J,BOLAÃOS,14DPB0036N,R,MATUTINO,TEUPA,CAMILO CHINO SANCHEZ,PRIMARIA,12.0,1.0,4.0,2.0,1.0,,,BENEFICIARIOS = 13 / ALIMENTO CALIENTE,,,,,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES SIN USO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
87,1401713X,BOLAÃOS,14DCC0014X,R,MATUTINO,CENTRO DE CASTELLAÃIZACION,LEONORMA DE LA CRUZ MARTINEZ,PREESCOLAR,16.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 12 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
88,1401714B,BOLAÃOS,14DPB0016Z,R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,ELOY DE LA CRUZ CASTAÃEDA,PRIMARIA,64.0,4.0,6.0,4.0,4.0,282000.0,349780.92,,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
89,1401725H,BOLAÃOS,14DPB0051F,R,MATUTINO,VICENTE GUERRERO,JESUS HERNANDEZ GONZALEZ,PRIMARIA,89.0,4.0,6.0,4.0,4.0,357000.0,446046.95,,,,,,,,,,,,,,,,,89621.53,,,,998382.0,,,,,,,,,,,,,,,,,494802.35,,
90,1401737G,BOLAÃOS,14DPB0011E,R,MATUTINO,FRANCISCO JAVIER MINA,JUAN BAUTISTA SANCHEZ,PRIMARIA,39.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 40 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,81629.56,,,,,,,,,500000.0,,,,,,,,,,,,416150.0,,
91,1401744H,BOLAÃOS,14DCC0016V,R,MATUTINO,WAIKARIPA,MARGARITA MARTINEZ SANCHEZ,PREESCOLAR,61.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 58 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
92,1401745A,BOLAÃOS,14DPB0014B,R,MATUTINO,PROGRESO,MARIO CARRILLO GONZALEZ,PRIMARIA,250.0,12.0,12.0,12.0,12.0,840000.0,930000.0,BENEFICIARIOS = 126 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,115995.04,,,,,,,,,500000.0,,,,,,,,,,,,588319.99,,
93,1401746E,BOLAÃOS,14DTV0523E,R,MATUTINO,XAPAWIYEME,SERGIO RICARDO SERRANO VIDAL,SECUNDARIA,149.0,6.0,6.0,6.0,6.0,,,,,,,,,,,TOTAL DE AULAS = 4/ POR SUSTITUIR USO EDUC = 4/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
94,1401747X,BOLAÃOS,14DPB0035O,R,MATUTINO,GUADALUPE VALDEZ GALLEGOS,MARIA DOLORES CHAVEZ DE LA CRUZ,PRIMARIA,31.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 29 / ALIMENTO CALIENTE,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
95,1401790B,BOLAÃOS,14DPB0029D,R,MATUTINO,BENITO JUAREZ,J. ISABEL BAUTISTA SNCHEZ,PRIMARIA,29.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 27 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
96,1401794G,BOLAÃOS,14DPB0025H,R,MATUTINO,MIGUEL HIDALGO,MARTIN VALDEZ GONZALEZ,PRIMARIA,28.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 30 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1401802D,BOLAÃOS,14DPB0044W,R,MATUTINO,XAPAWIYEME,JULIO CESAR BAUTISTA MARTINEZ,PRIMARIA,16.0,1.0,5.0,1.0,1.0,,,BENEFICIARIOS = 16 / ALIMENTO CALIENTE,,,,,,500000.0,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =1/ SUST 2015 =0,,,,,,,,77953.25,,,,,,,,,500000.0,,,,,,,,,,,,350000.0,,
98,1412679X,BOLAÃOS,14DPB0108Q,R,MATUTINO,MAWARIPA,HIDOLINA DE LA CRUZ VALDEZ,PRIMARIA,10.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,
99,1413068C,BOLAÃOS,14DPB0109P,R,MATUTINO,WAXA?IWI,ABEL CARRILLO DIAZ,PRIMARIA,34.0,2.0,6.0,1.0,1.0,,,BENEFICIARIOS = 31 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,80830.36,,,,,,,,,,,,,,,,,1000000.0,,,,416150.0,,
100,1401458A,CHIMALTITAN,14DPR3296V,R,MATUTINO,CORREGIDORA,HILARIO VILLEGAS BAUTISTA,PRIMARIA,31.0,2.0,6.0,3.0,2.0,,,BENEFICIARIOS = 36 / ALIMENTO CALIENTE,,,,,,,500000.0,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =1",,,,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=29,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1401459E,CHIMALTITAN,14DJN0904X,R,MATUTINO,JOSE VASCONCELOS,MEGUI PAULINA SANDOVAL NAVARRO,PREESCOLAR,18.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 18 / ALIMENTO FRIO,,,,,,,,,,,,69000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=15,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1401460D,CHIMALTITAN,14EPR1000F,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,MA ISELA LOPEZ MAGAÃA,PRIMARIA,83.0,6.0,6.0,6.0,6.0,90000.0,180000.0,,,,,,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES BODEGA/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,,,,,,,,,,,,,,,,,999531.37,,,,,,,,,,,,,,
103,1401461H,CHIMALTITAN,14DJN0330A,R,MATUTINO,BENITO JUAREZ,MARINA LOPEZ JARA,PREESCOLAR,46.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 46 / ALIMENTO FRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1401561X,CHIMALTITAN,14DJN1474D,R,MATUTINO,CITLALLI,VITALINA DE LA CRUZ MUÃOZ GONZALEZ,PREESCOLAR,15.0,1.0,2.0,3.0,1.0,,,BENEFICIARIOS = 19 / ALIMENTO FRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1401562B,CHIMALTITAN,14DPR3003R,R,MATUTINO,PEDRO MORENO,AARON YAÃEZ SOLIS,PRIMARIA,60.0,3.0,6.0,8.0,3.0,,,BENEFICIARIOS = 59 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1401572D,CHIMALTITAN,14EPR0156Z,R,MATUTINO,CUAUHTEMOC,MARIA ISABEL GARCIA RUVALCABA,PRIMARIA,10.0,1.0,4.0,1.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1401594E,CHIMALTITAN,14DPR1733R,R,MATUTINO,BENITO JUAREZ,MARCOS MANUEL ADAME DURON,PRIMARIA,9.0,1.0,4.0,1.0,1.0,,,BENEFICIARIOS = 8 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1401600E,CHIMALTITAN,14DPR3002S,R,MATUTINO,FRANCISCO I MADERO,ELIZABETH COMPARAN FRANCO,PRIMARIA,20.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 22 / ALIMENTO CALIENTE,,,,,,,,,,,,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=21,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1401607K,CHIMALTITAN,14DPR3011Z,R,MATUTINO,NUEVA REFORMA,ANA GABRIELA CALZADA MURILLO,PRIMARIA,22.0,2.0,6.0,2.0,2.0,,,BENEFICIARIOS = 22 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
